seq,word,hzctable,strokesnum,pinyins,strokes,strokesok,explanation
4128,茨,表3丙表1000字,9画,cí,一 丨 丨 丶 ㇀ 丿 乛 丿 ㇏,true(a9~e9),茨 (形声。从苃，次声。本义用芦苇、茅草盖屋顶) 同本义 茨，以茅苇盖屋。--《说文》环堵之室，茨以生草。--《庄子·让王》茨 用芦苇、茅草盖的屋顶 尧之王天下也，茅茨不剪，采椽不斫。--《韩非子·五蠹》又如茨宇(茅屋);茨竹(用茅草和竹子搭盖的房子);茨檐(茅舍，民房)蒺藜 墙有茨，不可埽也。--《诗·鄘风·墙有茨》楚楚者茨，言抽其棘。--《诗·小雅·楚茨》又如茨门(茅草，芦苇所做的门);茨棘(茅草与荆棘。比喻荒野)茨 cí①用茅或苇盖的屋子。②蒺藜。【茨冈人】见【吉卜赛人】。
4129,垩,表3丙表1000字,9画,è,一 丨 丨 丶 丿 一 一 丨 一,true(a9~e9),垩 (形声。从土，亚声。本义白色土，可用来粉饰墙壁) 同本义 垩，白涂也。--《说文》大次之山，其阳多垩。--《山海经·西山经》。注垩似土，色甚白。其土则丹青赭垩。--司马相如《子虚赋》天子诸侯黝垩。--《谷梁传·庄公二十三年》后泛指可用来涂饰的各色泥土。如垩灰(石灰的别名);垩笔(粉笔)垩 用白色涂料粉刷墙壁 垩，涂也。--《广雅·释室》垩墁。--《后汉书·尹敏传》其祧则守祧黝垩之。--《周礼·司祧》又如垩帚(粉刷墙壁的工具);垩室(古时居丧者居住的屋子，四壁用白垩 shèng①'圣'的俗字。见《明成化说唱词话．花关索认父传》。②'堊'的简化字。
4130,荥,表3丙表1000字,9画,xíng、yíng,一 丨 丨 ㇀ 乛 亅 ㇇ 丿 ㇏,true(a9~e9),荥阳 xing荥经 ying荥（滎）yíng⒈荥经县，在四川省。⒉见xíng㈡。荥（滎）xíng⒈荥yīng 1.见'荥瀯'。
4131,荦,表3丙表1000字,9画,luò,一 丨 丨 ㇀ 乛 丿 一 一 丨,true(a9~e9),荦 (形声。从牛，劳省声。本义杂色的牛)同本义 荦，驳牛也。--《说文》黄白杂谓之驳荦。--《通俗文》斯为朽关键，怒荦抉以入。--陆龟蒙《杂讽》古地名 荦 明显，分明 此其荦荦大者。--《史记·天官书》。索隐事之分明也。又如荦然(明显的样子)荦荦荦荦大端荦（犖）luò⒈杂色的牛。⒉
4132,荨,表3丙表1000字,9画,qián、xún,一 丨 丨 𠃍 一 一 一 亅 丶,true(a9~e9),荨麻 qian荨麻疹 xun荨（蕁）qián⒈荨（蕁）xún⒈荨tán 1.同''。 2.通'燂'。火势上腾。
4140,栉,表3丙表1000字,9画,zhì,一 丨 丿 丶 一 丨 丨 𠃌 丨,true(a9~e9),栉 (形声。从木，节声。本义梳子、篦子的总称)同本义 栉，梳比之总名也。--《说文》。疏比密曰栉，尤密者曰茝。奠纚笄栉于筵南端。--《仪礼·士冠礼》恶笄者，栉笄也。--《仪礼·丧服礼》。注以栉之木为笄或曰棒笄。其崇如墉，其比如栉。--《诗·周颂·良耜》妻执巾栉。--《庄子·寓言》又如栉佩(梳理用品和佩饰);栉珥(梳篦和耳饰);栉栉(形容排比繁密);栉密(形密集排列如梳齿)栉 用梳子梳头发 今俟罪浔阳，除盥栉食寝外无余事。--白居易《与元九书》又如栉工(旧时称专替人梳头理栉（櫛）zhì⒈梳子与篦子的总称～比（像梳篦的齿那样挨着）鳞次。⒉梳头发～风沐雨（风梳发，雨洗头。形容在外奔波辛劳）。
4142,柘,表3丙表1000字,9画,zhè,一 丨 丿 丶 一 丿 丨 𠃍 一,true(a9~e9),柘 柘树 是贵重的木料唐教坊舞曲《柘枝舞》的省称 柘因零落难重舞，莲为单开不并头。--《警世通言》又如柘袖(柘枝舞者的衣袖);柘舞(柘枝。即柘枝舞);柘枝花帽(舞柘枝时所带的帽子)通蔗。甘蔗有柘浆些。--《楚辞·招魂》。王夫之云柘，与蔗通。泰尊柘浆析朝酲。--《汉书·礼乐志》诸柘巴苴。--司马相如《子虚赋》注诸柘zhè⒈⒉
4145,枰,表3丙表1000字,9画,píng,一 丨 丿 丶 一 丶 丿 一 丨,true(a9~e9),屏 退避;隐退 侯生乃屏人间语。--《史记·魏公子列传》又如屏居(辞官隐居，不问世事);屏语(避开他人，私下交谈);屏伏(隐退，避匿);屏移(退隐)隐藏 尔不许我，我乃屏璧与圭。--《书·金縢》又如屏匿(隐藏);屏迹(隐避);屏藏(隐藏)摈弃;除去，去掉保护 抑制。抑止不出气 宋将军屏息观之。--枰píng⒈棋盘棋～。⒉一种树。
4146,栌,表3丙表1000字,9画,lú,一 丨 丿 丶 丨 一 𠃍 一 丿,true(a9~e9),栌 柱头承托栋梁的短木。即欂栌、斗栱 不可以为栌楝。--《淮南子·修务》标栋欂栌，以相支持。--《淮南子·本经》黄栌 华枫枰栌。--《汉书·司马相如传上》。注栌，今黄栌木也。栌（櫨）lú⒈柱顶上承托栋梁的方木，即'斗拱'。⒉
4148,枵,表3丙表1000字,9画,xiāo,一 丨 丿 丶 丨 𠃍 一 一 ㇉,true(a9~e9),枵 (形声。从木，号声。本义木根)假借为虚。虚枵一声之转。空虚 岁在星纪，而淫于玄枵。玄枵，虚中也。--《左传·襄公二十八年》又如枵朽(空虚腐朽);枵如(空虚的样子);枵枵(空虚的样子);枵虚(空虚)布类的丝缕稀疏而薄 又有蕉纱，乃闽中扰蕉皮析缉为之，轻细之甚，值贱而质枵，不可为衣也。--《天工开物》指腹空，饥饿 枵xiāo⒈空了心的树。⒉空虚～腹。
4150,枳,表3丙表1000字,9画,zhǐ,一 丨 丿 丶 丨 𠃍 一 丿 丶,true(a9~e9),枳 枸橘，又称臭橘 枳木似橘。从木，只声。--《说文》殷以椇。--《礼记·明堂位》。注椇之言枳椇也。谓曲桡之也。楗六枳而为篱兮。--《后汉书·冯衍传》。注枳，芬木也。橘逾淮而北为枳。--《周礼·考工记·序宫》一种耐寒的中国落叶橘树，有三小叶的叶片，果实小有芳香，很酸。广泛栽种作为观赏叶或作为绿篱，尤其作为砧木以芽接各种食用的柑桔古县名 枳zhǐ又叫'枸橘'。落叶灌木或小乔木，枝多刺，叶是三小片的复叶，花白色，果实球形。叶和果实均供药用。中药上将未成熟的枳、枸橼等果实叫'枳实'；成熟的枳、枸橼等果实叫'枳壳。枳zhī 1.通'胑'。肢体。 2.通'枝'。歧出。参见'枳首蛇'。
4151,柞,表3丙表1000字,9画,zuò、zhà,一 丨 丿 丶 丿 一 丨 一 一,true(a9~e9),柞zha水名 旬水又东，南迳旬阳县，与柞水合。水西出柞溪。--《水经注》柞zuo栎的通称 柞zuò⒈柞zhà⒈柞zé 1.砍伐树木。 2.指砍伐。 3.窄。参见'柞狭'。
4153,栀,表3丙表1000字,9画,zhī,一 丨 丿 丶 丿 丿 一 𠃌 乚,true(a9~e9),栀子栀（梔）zhī栀子树，常绿灌木，夏季开白色香花，供观赏。果实也叫'栀子'或'黄栀子'，供药用或做黄色染料。木材坚实，可作雕刻用。
4155,栎,表3丙表1000字,9画,lì、yuè,一 丨 丿 丶 丿 ㇄ 亅 丿 丶,true(a9~e9),栎 即麻栎。通称柞树 栎，栎木也。--《说文》山有苞栎。--《诗·秦风·晨风》白于之山，下多栎檀。--《山海经·西山经》槠栎草斗之实。--明·刘基《诚意伯刘文成公文集》一种落叶乔木，花黄褐色，果实叫橡子或橡斗。木材坚硬，可制家具，供建筑。树皮可鞣皮或做染料。叶子可喂柞蚕。另有一种栓皮栎，树皮质地轻软，富有弹性，是制造软木的主要原料山有苞栎，隰有六駮。--《诗·秦风·晨风》又如栎散(栎木一类无用的木料);栎樗(比喻无用之材。作为才质不好的谦词)栏杆之类 栎（櫟）lì⒈俗称'柞树'或'麻栎'。落叶乔木，花黄褐色。果实叫'橡子'或'橡斗'，可供药用。叶可喂柞蚕。木材可供建筑、做枕木、制家具等用。还有一种'栓皮栎'，树皮质地轻而柔软，富有弹性，是制造软木器具的主要原料。栎（櫟）yuè⒈
4158,柁,表3丙表1000字,9画,tuó、duò,一 丨 丿 丶 丶 ㇀ 乛 丿 乚,true(a9~e9),柁〈名〉房架前后两个柱之间的大横梁 柁檩椽架全被烟火蒸气熏得油黑油黑的。--浩然《艳阳天》柁tuó⒈柁duò 1.即舵。控制船舰等行驶方向的装置。 2.量词。计算船只的单位。
4164,甭,表3丙表1000字,9画,béng,一 丿 丨 丶 丿 𠃌 一 一 丨,true(a9~e9),甭 不同的合音(一般认为是方言词)，相当于不用，不要 甭 béng方言。'不用'两字的合音。不要；用不着；不必。
4167,砒,表3丙表1000字,9画,pī,一 丿 丨 𠃍 一 一 𠄌 丿 乚,true(a9~e9),砒〈名〉砷的旧称 砒霜，砷的氧化物，有的地区叫红矾。是无臭无味的白色粉末，有时略带黄色或红色，有剧毒，可做杀虫剂 我叫他买砒的时候，只说为毒老鼠，所以他不知道。--《老残游记》砒pī⒈'砷'的旧称。⒉砒霜，即三氧化二砷，性剧毒，可制杀虫剂、灭鼠药等。
4169,砭,表3丙表1000字,9画,biān,一 丿 丨 𠃍 一 丿 丶 ㇇ ㇏,true(a9~e9),砭 (形声。从石，乏声。本义治病刺穴的石针)同本义 砭，以石刺病也。--《说文》其病皆为痈疡，其治宜砭石。--《素问·异法方宜论》又如砭割(用石针治病。比喻忍痛除恶)他们这时正走在一道砭上，上头是山崖，下边是石岩，光秃秃的没一点遮拦。--柳青《铜墙铁壁》砭 古代用石针扎皮肉治病◇用金属针以治病，也称砭 风上逆，砭头血可愈。--《新唐书·则天武皇后传》又如砭磨(用石针砭 biān①古代用来治病的石针。②用石针扎皮肉治病。引申为'刺'寒风～骨、针～时弊。
4176,殄,表3丙表1000字,9画,tiǎn,一 丿 ㇇ 丶 丿 ㇏ 丿 丿 丿,true(a9~e9),殄〈动〉(形声。剔解后的残骨。隶变人歹。从歺多与死亡有关。本义断绝;竭尽)同本义 殄，尽也。--《说文》余风未殄。--《书·毕命》邦国殄瘁。--《诗·大雅·瞻卬》败国尽民。--《左传·宣公二年》丁殄地财。--《淮南子·本经》又如殄瘁(困穷;贫病);殄绝(灭绝);殄世(绝嗣)消灭 自王泽殄，风人辍采。--《文心雕龙·明诗》武殄暴逆。--《史记·秦始皇本纪》又如殄平(消灭);殄熄(消灭;息灭);殄灭(消灭;灭绝);殄夷(杀尽);殄歼(歼灭)昏迷 如殄靡(殄tiǎn⒈消灭，灭绝暴～天物（任意糟蹋物品）。⒉昏迷人～不悟（醒）。
4187,哐,表3丙表1000字,9画,kuāng,丨 𠃍 一 一 一 一 丨 一 ㇄,true(a9~e9),哐〈象〉形容撞击震动的声音 哐啷他回身把门哐啷一声关上了哐kuāng像声词。撞击震动声～啷一声。～的一声茶杯掉地下了。
4189,眍,表3丙表1000字,9画,kōu,丨 𠃍 一 一 一 一 丿 丶 ㇄,true(a9~e9),眍 眼珠深陷 又如眍兜(凹陷);眍挠(凹陷不正)眍（瞘）kōu
4195,禺,表3丙表1000字,9画,yú、yù、ǒu,丨 𠃍 一 一 丨 𠃌 丨 ㇀ 丶,true(a9~e9),禺〈名〉区域 是为十禺。--《管子·侈靡》山名 汪罔氏之君，守封禺之山。--《史记》旧时称日近中午为禺，约在上午九时至十一时 治平元年，常州日禺时，天有大声如雷。--《梦溪笔谈》又如禺谷(禺渊。古代传说日落的地方);禺中(将近中午)禺〈名〉(象形。小篆字形，象沐猴形。本义兽名，一种猴) 同本义 禺，母猴属，头似鬼。似猕猴而大，赤目长尾，亦曰沐猴。--《说文》有兽焉，其状如禺而自耳。--《山海经》。郭璞注禺似猕猴而长，赤目长尾。禺yú禺yù 1.兽名。《山海经．南山经》﹕'有兽焉，其状如禺而白耳，伏行人走，其名曰狌狌，食之善走。'郭璞注'禺似猘猴而大，赤目长尾，今江南山中多有。'狌狌，即猩猩。一说，禺即果然。禺yóng 1.见'禺禺'。禺ǒu 1.双;成对。 2.偶像。
4196,哂,表3丙表1000字,9画,shěn,丨 𠃍 一 一 丨 𠃍 丿 ㇄ 一,true(a9~e9),哂 微笑 夫子何哂由也?--《论语·先进》又如聊博一哂;哂然(笑貌);哂笑(微笑);哂存(笑纳);哂收(笑纳)讥笑 童奴哂笑妻子骂，一字不给饥寒驱。--戴表元《少年行》又如哂笑(讥笑);哂谑(调笑;戏谑)哂纳哂shěn⒈微笑～存。～纳。顾（看）我忽而～。⒉讥笑～其徒劳。
4198,曷,表3丙表1000字,9画,hé,丨 𠃍 一 一 丿 𠃌 丿 丶 ㇄,true(a9~e9),曷〈代〉何，什么 曷，何也。--《说文》呜呼!曷归?--《五·五子之歌》汝曷弗告朕?--《书·盘庚上》曷云能来?--《诗·邶风·雄雉》曷至哉?--《诗·王风·君子于役》亦曷故哉?--明·张溥《五人墓碑记》又如曷故(何故);曷胜(何胜);曷尝(何尝)何日，何时 曷 〈副〉怎么;为什么 曷不委心任去留。--晋·陶渊明《归去来兮辞》又如曷为(为何;为什么);曷苦(怎么样;怎样)为什么不，何不?--超有劝告的意思 此地不久必大乱，不可留也，曷避之?--清·王士秅曷hé⒈文言疑问词。义同'何'。有'什么'、'怎么'、'为什么'等意思。⒉通'盍'∥不。曷è 1.逮;及。 2.通'遏'。止。
4203,哓,表3丙表1000字,9画,xiāo,丨 𠃍 一 一 ㇂ 丿 一 丿 乚,true(a9~e9),哓 恐惧 吵嚷 争辩 话多 哓（嘵）xiāo①争辩的声音～ ～不休。②因恐惧而发出的叫声。
4207,呲,表3丙表1000字,9画,zī、cī,丨 𠃍 一 丨 一 丨 ㇀ 丿 乚,true(a9~e9),龇 使牙赤裸或无遮掩 龇，开口见齿之貌。--《说文》又如龇着牙龇牙咧嘴满囤嫂从地里回来，哪回不是龇牙咧嘴!女孩子们热汗涔涔，敞着衣领，凶神恶煞般地龇牙咧嘴，口号声喊得像古战场上的浴血厮杀呲 呲，苛也。--《说文》呲其所不为者也。--《庄子·列御寇》又如挨了一顿呲呲打呲zī⒈张开口，露出牙～牙咧嘴。⒉牙齿不整齐。呲cī 1.申斥，斥责。 2.象声词。参见'呲呲'。
4208,胄,表3丙表1000字,9画,zhòu,丨 𠃍 一 丨 一 丨 𠃌 一 一,true(a9~e9),胄 (形声。胄古有两个字。小篆字形从肉，由声。本义头盔)同本义 胄，兜鍪也。从月，由声。--《说文》离为甲胄。--《易·说卦》惟甲胄起戎。--《书·伪说命》贝胄朱綅。--《诗·鲁颂·閟宫》献甲者执胄。--《礼记·曲礼》左右免胄而下。--《左传·僖公三十三年》冠輘(胄)带剑。--《荀子·议兵》铠胄皆镔铁。--清·邵长蘅《青门剩稿》又如甲胄古代称帝王或贵族的后代 刘公乃帝室之胄，德广才高，可领徐州。--《全图绣像三国演义》帝室之胄。--《胄zhòu〈古〉⒈作战时戴的头盔。⒉后代人帝室之～。
4212,虻,表3丙表1000字,9画,méng,丨 𠃍 一 丨 一 丶 丶 一 ㇄,true(a9~e9),虻 虻科的各种大而强壮、飞行迅速的双翅蝇。成虫像蝇，生活在草丛，吮吸人兽的血液 蝱，啮牛飞虫也。从双虫，亡声。博牛之蝱不可以破虮虱。--《史记》又如虻蚊(蚊虻);虻翅(指刚萌生的极为细小的树叶。如虻之翅，故称)箭的一种 通盲。迅疾 虻（蝱）méng昆虫。形状像蝇但较蝇大，体灰黑色，翅透明。种类很多，常见的是牛～，生活在杂草丛中，雄的吸食植物的计液，雌的吸食人、畜的血液。幼虫生活在泥土中。
4214,咣,表3丙表1000字,9画,guāng,丨 𠃍 一 丨 丶 丿 一 丿 乚,true(a9~e9),咣〈象〉形容物体碰撞声 咣guāng 象声词，物体碰撞时的声音.～的一声门关上了。
4217,郧,表3丙表1000字,9画,yún,丨 𠃍 一 丨 𠃍 丿 丶 ㇌ 丨,true(a9~e9),郧 古国名 郧，汉南之国也。--《说文》在今湖北什陆县。春秋时为楚所灭古地名 春秋卫地。故城在今江苏省如皋县春秋吴地，在今江苏省如皋县东郧yún郧县，在湖北省。
4218,咻,表3丙表1000字,9画,xiū,丨 𠃍 一 丿 丨 一 丨 丿 ㇏,true(a9~e9),咻 嘘气;喘气 众口同一咻。--清·黄遵宪《纪事》又如咻气(呼气;喘气)咻 象形容喘气声或某些动物的叫声 草中咻咻有寒兔，孤隼下击千丈驰。--苏轼《江上值雪》又如咻咻咻咻形容喘气声咻咻的喘气形容某些动物的叫声小鸭咻咻地叫着咻xiū⒈吵，乱说话。⒉咻xǔ 1.病吟声或抚慰病者声。参见'咻噢'﹑'噢咻'。咻xù 1.温暖;温和。
4219,囿,表3丙表1000字,9画,yòu,丨 𠃍 一 丿 丨 𠃌 一 一 一,true(a9~e9),囿 (形声。从囗，有声。囗表示范围和区域。本义古代帝王养禽兽的园林)同本义 囿，苑有垣也。--《说文》有垣曰苑，无垣曰囿。--《字林》囿有林池，从从木有介。--《国语·周语》王在灵囿。--《诗·大雅·灵台》古谓之囿，汉家谓之苑。--《周礼·囿人》疏启县囿卖酒，游人沓至。--洪迈《夷坚丁志》又如囿苑(饲养禽兽的园囿);囿人(官名。主管苑囿禽兽);囿游(帝王的离宫别苑)泛指四周有栏挡的菜园、果园 事物的萃聚之所 游乎囿yòu⒈养禽兽的园地鹿～。⒉菜园，果园～有见杏。⒊局限，拘泥～于见闻。～于成见。
4228,哏,表3丙表1000字,9画,gén、hěn,丨 𠃍 一 𠃍 一 一 𠄌 丿 ㇏,true(a9~e9),哏 滑稽;可笑 这段相声真哏又如这孩子笑的样子有点儿哏哏 顿，稍停顿 哏gén〈方〉⒈滑稽，逗人发笑的话或表情捧～。逗～。⒉好玩，使人喜爱乖孩子，长得真～。哏hěn 1.犹狠。凶恶;残忍。 2.副词。犹很。表示程度深。 3.叹词。表示愤怒。
4229,哞,表3丙表1000字,9画,mōu,丨 𠃍 一 𠃋 丶 丿 一 一 丨,true(a9~e9),哞 形容牛叫的声音 哞哞公牛发出哞哞的叫声哞mōu像声词。牛叫声。
4232,罘,表3丙表1000字,9画,fú,丨 𠃍 丨 丨 一 一 丿 丨 丶,true(a9~e9),罘 捕兔网。泛指狩猎用的网 举趾触罘羋。--《后汉书·寇荣传》羋罘罗网。--《吕氏春秋·季春纪》。注罘，射鹿罟也。解罘放麟。--汉·张衡《东京赋》又如罘罕(泛指罗网);罘罟(泛指罗网);罘网(泛指渔猎用网);罘羜(设在屋檐或窗上以防鸟雀的金属网或丝网)罘 fú⒈【罘羜】'羓羜'①〈古〉设在屋檐下防鸟雀的网。②〈古〉设在宫门外或城角的屏风，上有孔，形状似网，用于守望和防卫。⒉【芝（之）罘山】靠渤海，在山东省。
4236,峋,表3丙表1000字,9画,xún,丨 ㇄ 丨 丿 𠃌 丨 𠃍 一 一,true(a9~e9),嶙峋 峋xún
4239,钚,表3丙表1000字,9画,bù,丿 一 一 一 𠄌 一 丿 丨 丶,true(a9~e9),钚 锕系元素中的放射性金属元素，原子序数94。是制造原子弹的主要材料之一 钚bù金属化学元素之一，具有放射性。符号pu。化学性质类似铀，可用作核热原料。
4242,钣,表3丙表1000字,9画,bǎn,丿 一 一 一 𠄌 丿 丿 ㇇ ㇏,true(a9~e9),钣 钣金，饼状金银块 金属板 钣bǎn 1.饼状金银块。亦指板块状金属。
4245,钫,表3丙表1000字,9画,fāng,丿 一 一 一 𠄌 丶 一 𠃌 丿,true(a9~e9),钫 古代盛酒浆或粮食的容器，青铜制成，方口大腹 钫，方钟也。--《说文》铜钫容六斗，重三六斤。--《愙斋集古录》引汉《建平钫铭》碱金属族的放射性元素，它是作为ac(锕)的衰变产物发现的，用质子轰击钍可人工制得钫 钫 fāng⒈化学元素之一，具有放射性。符号fr。⒉〈古〉一种口方腹大的盛酒壶。
4247,氡,表3丙表1000字,9画,dōng,丿 一 一 ⺄ 丿 ㇇ ㇏ 丶 丶,true(a9~e9),
4249,牯,表3丙表1000字,9画,gǔ,丿 一 丨 ㇀ 一 丨 丨 𠃍 一,true(a9~e9),牯〈名〉母牛 牯gǔ母牛。又指被阉割了的公牛。
4252,秭,表3丙表1000字,9画,zǐ,丿 一 丨 丿 丶 丿 ㇉ 丨 丿,true(a9~e9),秭 万亿 秭，数亿至万曰秭。--《说文》十亿 秭，数也。--《尔雅》。郭璞注今以十亿为秭。千亿 《广韵》秭，千亿也。《风俗通》千生万，万生亿，亿生兆，兆生京，京生秭。中国物理学会的大小数命名法中用来表示1015数值的字 秭zǐ⒈〈古〉数目字一～等于一万亿。⒉
4254,笈,表3丙表1000字,9画,jí,丿 一 丶 丿 一 丶 丿 ㇋ ㇏,true(a9~e9),笈 (形声。从竹，及声。本义竹书箱)同本义。多用竹、藤编织，用以放置书籍、衣巾、药物等 极，驴上负也。从木，及声，读若急，字亦作笈。--《说文》负笈从师。--《史记·苏秦传》笈，谓学士所以负书箱。--《周处风土记》又如笈囊(笈与囊)书籍;典籍 山坛毛公蜕，古笈灵威守。--清·王识秅诗又如孤本秘笈笈jí⒈书箱负～游学。⒉书籍，典籍。
4256,俦,表3丙表1000字,9画,chóu,丿 丨 一 一 一 丿 一 亅 丶,true(a9~e9),俦 (形声。从人，寿声。本义伴侣)同本义 俦，侣也。--《玉篇》无介俦。--扬雄《太玄》卷六剧注俦，匹也。命俦啸侣。--曹植《洛神赋》又如俦侣(朋友，伴侣);俦匹(伴侣);俦伴(伴侣，同伴)同类，辈 俦善博惠。--《鬼谷子·中经》我闻今相国昆山顾秉谦者，严相国俦也。--侯方域《马伶传》又如俦类(同辈);俦俪(同一品类。同辈);俦伍(同类之人;同等之人)俦 相比 俦 表示疑问，相当于谁 使见善不明，用心不刚，俦克尔俦（儔）chóu伴侣，同伴良～。同～。俦dào 1.隐蔽。
4259,俪,表3丙表1000字,9画,lì,丿 丨 一 丨 𠃌 丶 丨 𠃌 丶,true(a9~e9),俪 (形声。从人，丽声。字即丽的或体。本义配偶)同本义俪，耦也。--《广雅》弃其伉俪妃嫔。--《国语·周语》鸟兽犹不失俪，子将若何?--《左传·成公十一年》又如伉俪(夫妻);俪祉(向他人夫妇祝福之辞);俪影(夫妇二人的身影;称人夫妇之合影)俪 相称;对仗，对偶 安可以俪王公而著风烈也。--《文选·左思·吴都赋》又如文以耦俪为主;骈俪(文章的对偶句法);俪巧(对偶精巧);俪句(对偶的句子);俪体(对偶的文体)并列，比 凤凰不能与之俪。--刘安《淮南子》俪
4267,俟,表3丙表1000字,9画,sì、qí,丿 丨 𠃋 丶 丿 一 一 丿 ㇏,true(a9~e9),俟 (形声。从人，矣声。本义大) 同本义 俟，大也。--《说文》儷儷俟俟，或群或友。--《诗·小雅·吉日》俟 等待 静女其姝，俟我于城隅。--《诗·邶风·静女》俟于门外。--《仪礼·士昏礼》如其礼乐，以俟君子。--《论语·先进》故君子居易以俟命，小人行险以徼幸。--《礼记·中庸》故为之说，以俟夫观人风者得焉。--唐·柳宗元《捕蛇者说》又如俟命(等待命令);俟吉(等待吉日);俟候(等待;等候);俟时(等待时机);俟望(等待盼望);俟嗣(等待继位);俟河之清(等待黄河水清，比喻希望不可能实现)俟qí⒈俟（竢）sì⒈等待～机行事。
4273,郗,表3丙表1000字,9画,xī,丿 丶 一 丿 丨 𠃌 丨 ㇌ 丨,true(a9~e9),郗 春秋周邑名 郗，己姓。《说文》云周邑。野王西北。--宋·罗泌《路史》姓。晋有郗超郗xī姓。
4274,俎,表3丙表1000字,9画,zǔ,丿 丶 丿 丶 丨 𠃍 一 一 一,true(a9~e9),俎 (指事兼形声。小篆字形。《说文》从半肉在且上。且，祭祀所用的礼器。本义供祭祀或宴会时用的四脚方形青铜盘或木漆盘，常陈设牛羊肉)同本义 为俎孔硕。--《诗·小雅·楚茨》鸟兽之肉，不登于俎。--《左传·隐公五年》祭操俎。--《山海经·海外西经》俎豆之事。--《论语·卫灵公》庖人虽不治疱，尸祝不越樽俎而代之矣。--《庄子·逍遥游》又如俎几(俎形如几，故称。古代祭祀、燕飨时所用的礼器);俎拒(俎足中央的横木);俎味(祭祀用食品)古代割肉用的砧板。多木制，也有青铜铸的，大方形俎zǔ⒈〈古〉祭祀时放置牛羊等祭品的器具。⒉切肉或菜时所使用的砧板刀～。
4278,瓴,表3丙表1000字,9画,líng,丿 丶 丶 ㇇ 丶 一 𠄌 ⺄ 丶,true(a9~e9),瓴〈名〉(形声。从瓦，令声。从瓦，表示与陶器有关。本义一种盛水的瓶子)同本义 今夫救火者，汲水而趋之，或以瓮瓴，或以盆盂。--《淮南子》砖瓦砌的通水沟 瓴líng⒈瓦沟，房屋上仰盖的瓦。⒉一种盛水的瓶子高屋建～（从屋顶上翻瓶向下倒水。〈喻〉居高临下，势不可挡）。
4281,胛,表3丙表1000字,9画,jiǎ,丿 𠃌 一 一 丨 𠃍 一 一 丨,true(a9~e9),胛 肩胛 胛子胛jiǎ⒈肩胛，肩膀后方。背脊上部跟两胳膊连接的部分。⒉
4285,胗,表3丙表1000字,9画,zhēn,丿 𠃌 一 一 丿 ㇏ 丿 丿 丿,true(a9~e9),胗 嘴唇溃疡 胗，唇疡也。籀文从疒。--《说文》胗，肿也。--《三苍》胗，创也。--《广雅》中唇为胗。--宋玉《风赋》鸟类的胃 胗 同诊。察看;诊察 胗zhēn鸟类的胃鹅～儿。胗zhěn 1.嘴唇溃疡。 2.通'疹'。病人皮肤上所起的很多的小疙瘩。 3.同'诊'。察看;诊察。胗zhūn 1.鸟类的胃。
4286,胝,表3丙表1000字,9画,zhī,丿 𠃌 一 一 丿 𠄌 一 ㇂ 丶,true(a9~e9),胝 手脚掌上的厚皮，俗称茧子 胝，膁也。--《说文》胝，胼胝。--《玉篇》胝，皮厚也。--《广韵》耕耘树艺，手足胼胝。--《荀子·子道》百胝存楚，居今观古，曾何足云。--《百辟劝进笺》又如胝趼(茧子);胝皱(皮肉因生茧而皱缩)胝zhī
4287,朐,表3丙表1000字,9画,qú、xù、chǔn,丿 𠃌 一 一 丿 𠃌 丨 𠃍 一,true(a9~e9),术 (形声。从行，术声。行，甲骨文中指道路。本义城邑中的道路)同本义 術，邑中道也。--《说文》术，道也。--《广雅》审端径术。--《礼记·月令》园圃术路。--《汉书·刑法志》。注大道也。横术何广广兮。--《汉书·燕刺王旦传》归空城兮，狗不吠，鸡不鸣，横术何广兮，固知国中之无人!--《汉书》泛指街道、道路 齐城、高唐当术而大败。--《孙膑兵法·擒庞涓》又如术阡(道路);术径(大道与小路);术路(大道);术衢(道路)方法;策略 臣有百胜之术。--《战国策·魏朐qú朐xū 1.见'胊衍'。朐chǔn 1.见'胊?'。
4288,胫,表3丙表1000字,9画,jìng,丿 𠃌 一 一 ㇇ 丶 一 丨 一,true(a9~e9),胫 (形声。从肉，巠声。本义小腿)同本义 胫，胻也。--《说文》以杖叩其胫。--《论语》。皇疏脚胫也。膝上曰股，膝下曰胫。有赤胫之民。--《山海经·海内经》闻苦脚胫寒泄。--《汉书·赵充国传》析才士之胫。--《淮南子·俶真》又如胫无毛(形容奔走辛劳之甚);胫大于股(言本小末大。旧时喻臣下的力量大于君上);胫衣(套裤)泛指人或禽兽的腿 方首，长胫，意似良。(胫，人的小腿，也指禽兽昆虫的腿，这里指蟋蟀的腿。)--《聊斋志异·促织》又如胫毛(谓物之细微者。犹言一丝一毫，多指个人得失)小胫（脛、踲）jìng⒈小腿，自膝盖到脚跟的部分。⒉
4292,狯,表3丙表1000字,9画,kuài,丿 ㇁ 丿 丿 ㇏ 一 一 𠃋 丶,true(a9~e9),狯 (形声。从犬，会声。本义狡猾) 同本义(含有诡计多端而又易败露的意思) 狯，狡狯也。--《说文》马三宝，性敏狯。--《新唐书·裴寂传附马三宝》陟有吏干，性狡狯。--《宋史·侯陟传》又如狡狯(狡猾);狯猾(狡猾)狯（獪）kuài狡猾多诈狡～。
