seq,word,hzctable,strokesnum,pinyins,strokes,strokesok,explanation
6050,薨,表3丙表1000字,16画,hōng,一 丨 丨 丨 𠃍 丨 丨 一 ㇀ 乛 一 丿 ㇇ 丶 丿 乚,true(a16~e16),薨〈动〉(形声。从死，瞢省声。本义古代称诸侯之死◇世有封爵的大官之死也称薨)同本义 薨，死也。--《尔雅》鲁文公薨，而东门遂镣适立庶。--《左传·昭公三十二年》昭王薨。--《史记·魏公子列传》又如薨落(死的意思。通常指诸侯之死);薨奄(指王侯死亡);薨殁(指王侯死亡);薨殂(指王侯之死);薨背(犹薨殂);薨逝(犹薨殂);薨谢(薨殂)杀害 闭太后于后宫，薨怿于下省。--北魏·杨衒之《洛阳伽蓝记》薨hōng〈古〉称侯、王死。唐代以后称二品以上官员的死。
6052,薏,表3丙表1000字,16画,yì,一 丨 丨 丶 一 丶 丿 一 丨 𠃍 一 一 ㇀ ㇃ 丶 丶,true(a16~e16),薏 薏苡的省称 莲子的心，即莲子中的青嫩胚芽 莲青皮，果白，子为的;的中有青为薏。--《尔雅》薏米薏yì
6053,薮,表3丙表1000字,16画,sǒu,一 丨 丨 丶 丿 一 丨 丿 丶 𡿨 丿 一 丿 一 丿 ㇏,true(a16~e16),薮 (形声。从苃，数声。沼泽地带多长草，故从苃。本义湖泽的通称。也指水少而草木茂盛的湖泽)同本义 薮，大泽也。--《说文》十薮。--《尔雅·释地》。李注薮，泽之别名也。薮，物之归也。--《国语·周语下》度山林，鸠薮泽。--《左传·襄公二十五年》人或物聚集的地方 为天下逋逃主，萃渊薮。--《书·武成》山薮藏疾。--《左传·宣公十五年》。注薮是草木积聚之处，近山近泽皆得称薮。密迩奸薮。--郭璞《奏薮（藪）sǒu⒈水少而草木茂盛的湖泽～泽。⒉人或物聚集的地方渊～。薮còu 1.车毂中心穿孔以承轴的部分。
6055,薅,表3丙表1000字,16画,hāo,一 丨 丨 𡿨 丿 一 一 丿 一 一 𠄌 丿 ㇏ 一 亅 丶,true(a16~e16),薅〈动〉拔除田草 泛指拔去 薅hāo拔，去掉～草培土。
6057,橛,表3丙表1000字,16画,jué,一 丨 丿 丶 一 丿 丶 丿 一 ㇄ 丨 丿 丿 乛 丿 ㇏,true(a16~e16),橛 木橛子，短木桩 橜，弋也。从木，厥声。一曰门梱也。--《说文》吾处也，若橜株驹。--《列子·黄帝》作厥(橛)株拘。--《庄子·达生》。注凡竖木而短者，皆得曰 橜。苗高二三尺，每路打橛。--宋应星《天工开物》又如橛杙(木桩);橛眼(木桩插入地面留下的孔穴)门中竖立以为限隔的短木 树木或禾杆的残根 即马嚼子。马口中所衔的横木◇亦用金属制成 橛 犹翘起，鼓起 橛jué⒈小木桩。⒉门中竖立的短木。⒊树木或庄稼的残根树～子。残～儿。⒋马口所衔的横木。
6062,樽,表3丙表1000字,16画,zūn,一 丨 丿 丶 丶 丿 一 丨 𠃍 丿 ㇄ 一 一 一 亅 丶,true(a16~e16),樽 (形声。从木，尊声。本作尊。本义盛酒器。中国古代的盛酒器具) 同本义 有酒盈樽。--晋·陶渊明《归去来兮辞》金樽清酒斗十千。--唐·李白《行路难》座上客常满，樽中酒不空。--《全图绣像三国演义》又如樽杓(指饮酒之器);樽桂(杯中的桂花酒);樽酌(指饮酒之器);樽酒(杯酒)樽 往酒器里倒酒 少倾，摆出酒席，四位樽酒论文。--《儒林外史》通撙。抑止 樽流遁之观。--《淮南子·要略》。杨树达云樽，经传通作撙。又如樽约(谓节约，樽，同樽（罇）zūn〈古〉一种酒器。
6063,樨,表3丙表1000字,16画,xī,一 丨 丿 丶 𠃍 一 丿 丨 丶 ㇀ 丿 丶 丿 一 一 丨,true(a16~e16),见木樨同木犀樨xī
6068,醛,表3丙表1000字,16画,quán,一 丨 𠃍 丿 ㇄ 一 一 一 丨 丨 丿 ㇏ 一 一 丨 一,true(a16~e16),醛〈名〉以乙醛为代表的一类很活泼的有机化合物，其特征是具有-cho基，呈中度氧化态，比伯醇分子少两个氢原子，比羧酸少一个氧原子 醛quán有机化合物的一类。通式r-cho。有多种甲～可制塑料；乙～可制醋酸；糠～可制合成纤维、橡胶等。
6069,醐,表3丙表1000字,16画,hú,一 丨 𠃍 丿 ㇄ 一 一 一 丨 丨 𠃍 一 丿 𠃌 一 一,true(a16~e16),醍醐(古时指从牛奶中提炼出来的精华，佛教比喻最高的佛法醐hú
6070,醍,表3丙表1000字,16画,tí、tǐ,一 丨 𠃍 丿 ㇄ 一 一 丨 𠃍 一 一 一 丨 一 丿 ㇏,true(a16~e16),醍〈名〉最精纯的酥酪 如醍醐醍醐作酪时，上一重凝者为酥，酥上如油者为醍醐。--《本草纲目·兽一》引寇宗奭醍醐灌顶了精辟的言论深受启发宝玉听了，如醍醐灌顶…--《红楼梦》醍〈名〉(形声。从醍tí醍tǐ 1.浅红色的清酒。
6079,錾,表3丙表1000字,16画,zàn,一 𠃋 丨 ㇀ 丿 丿 一 丨 丿 ㇏ 一 一 丨 丶 丿 一,true(a16~e16),錾 小凿，雕凿金石的工具 錾，小凿也。从金，从斩，斩亦声。--《说文》鐫谓之錾。--《广雅·释器》用錾揭剥高处。--宋·李诫《营造法式》錾 雕，刻 罗延庆力大无穷，使一杆錾金枪，犹如天神一般。--《说岳全传》又如錾字;錾大理石磨刀出锋 铁棒有打錾。--《西厢记诸宫调》錾刀錾子錾zàn⒈雕凿金石的小凿子钢～子。⒉在金石上雕刻～字画。～花纹。
6082,遽,表3丙表1000字,16画,jù,丨 一 乛 丿 一 乚 一 丿 ㇁ 丿 丿 丿 丶 丶 ㇋ ㇏,true(a16~e16),遽 (形声。从辵，表示与行走有关，本义送信的快车或快马)同本义 遽，传也。--《说文》以待达穷者与遽令。--《周礼·大仆》掌邦国传遽之小事。--《周礼·行夫》。注若今时乘传骑驿而使者也。且使遽告于郑。--《左传·僖公三十三年》。注传车。士曰传遽之臣。--《礼记·玉藻》又如遽人(驿卒;传达命令的人);遽驿(传车和驿马);遽传(驿车和传舍);遽委(驿站车马和储存的粮食)乡名 遽 立刻;马上 遽兴姜戎。遽jù⒈急速，匆忙急～。老至何～。⒉就，竟～以告人。⒊〈古〉迷信者所说的快车或快马乘～而至。⒋恐惧～怕。色～（色脸色）。
6089,噤,表3丙表1000字,16画,jìn,丨 𠃍 一 一 丨 丿 丶 一 丨 丿 ㇏ 一 一 亅 丿 丶,true(a16~e16),噤 闭口 口禁，口闭也。从口，禁声。--《说文》口噤闭而不言。--《楚辞·思古》翅垂口噤心甚劳。--杜甫《朱凤行》又如噤声(闭口不言;不出声或小声);噤窄(闷在心里不说);噤口卷舌(缄默不言)关闭;封闭 有噤门而莫启。--潘岳《西征赋》又如噤门(关门)因寒冷而发生的哆嗦 吃光喝完 你过来，这酒我吃不了，咱两个噤了这素子酒吧。--《金瓶梅》噤闭噤若寒蝉噤jìn　闭口，不作声～若寒蝉.
6094,踽,表3丙表1000字,16画,jǔ,丨 𠃍 一 丨 一 丨 ㇀ 丿 丨 𠃍 一 丨 𠃌 丨 ㇀ 丶,true(a16~e16),踽 慢步行走 通伛 踽jǔ
6099,螈,表3丙表1000字,16画,yuán,丨 𠃍 一 丨 一 丶 一 丿 丿 丨 𠃍 一 一 亅 丿 丶,true(a16~e16),蝾螈两栖动物。状如蜥蜴，头扁，背黑色，腹红黄色，有黑斑，四肢短，尾侧扁，生活在水中螈yuán
6100,螅,表3丙表1000字,16画,xī,丨 𠃍 一 丨 一 丶 丿 丨 𠃍 一 一 一 ㇀ ㇃ 丶 丶,true(a16~e16),见水螅螅xī
6104,噱,表3丙表1000字,16画,jué、xué,丨 𠃍 一 丨 一 乛 丿 一 乚 一 丿 ㇁ 丿 丿 丿 ㇏,true(a16~e16),噱jue大笑 噱，大笑也。--《说文》谈关大噱。--《汉书·叙传》。注噱噱，笑声也。又如噱谈(谈笑);噱噱(嘻嘻。笑声);可发一噱;谈笑大噱噱 口腔 沈沈容容，遥噱虖紘中。--扬雄《羽猎赋》》。颜师古注口内之上下名为噱，言禽兽奔走倦极，皆遥张噱吐舌于紘罔之中也。噱头他的表演噱头真多耍噱头噱xue噱，大笑也。--《说文》谈笑大噱。--《汉书·叙传上》又如发噱噱头噱jué⒈大笑。⒉见xué。噱xué⒈〈方〉笑，使人发笑发～。～头（逗笑的言行）。
6105,噬,表3丙表1000字,16画,shì,丨 𠃍 一 丿 一 丶 丿 一 丶 一 丨 丿 丶 丿 丶 一,true(a16~e16),噬shì咬吞～。～脐莫及（用嘴咬肚脐，够不着。形容后悔已来不及了）。
6110,圜,表3丙表1000字,16画,huán、yuán,丨 𠃍 丨 𠃍 丨 丨 一 一 丨 𠃍 一 丿 𠄌 丿 丶 一,true(a16~e16),圜huan(形声。从囗，睘声。本义围绕)同本义。通环 火似圜。--《周礼·考工记·画缋》动一亲戚，天下圜视而起。--《汉书·贾谊传》圜流九十里。--《列子·说符》欲内圜凿。--《史记·孟荀传》余圜视大骇。--唐·柳宗元《梓人传》又如圜山(环山)圜yuan同本义 圜，天体也。--《说文》。按，浑圆为圜，平圆为圆。圆之规为圆。圜，天道也。--《吕氏春秋·圜道》注大圜在上。--《吕氏春秋·序意》。注天也。乾为天，为圜。--《易·说卦》圜则九重，孰营度之?--《楚圜huán⒈环绕～流。圜yuán⒈在平面上，定点和定距离的动点之轨迹的称谓。定点称'～心'。定距离称'～的半径'。有时也称轨迹所围的部分为～。称轨迹为～周。⒉像球形的滚～。～房顶。⒊完备，周全～满。大团～。⒋使完备，使周全～谎。自～其说。⒌婉转字正腔～。深～似转簧。⒍货币名。也作'元'一百～。⒎⒏
6113,镗,表3丙表1000字,16画,tāng、táng,丿 一 一 一 𠄌 丨 丶 丿 ㇀ 乛 丨 𠃍 一 一 丨 一,true(a16~e16),镗〈象〉钟鼓的声音或敲锣的声音 镗，钟鼓之声。从金，堂声。--《说文》击鼓其镗。--《诗·邶风·击鼓》又如镗韔(钟鼓声);镗镗(钟鼓声)镗 〈名〉加工零件内孔的一种方法 镗 〈动〉用镗孔刀内旋切 镗tāng⒈像声词。打钟鼓或敲锣的声音。⒉乐器名。一种小锣，称'～儿'或'小～儿'。镗táng同'搪'。用泥土、涂料等抹涂。
6115,镚,表3丙表1000字,16画,bèng,丿 一 一 一 𠄌 丨 ㇄ 丨 丿 𠃌 一 一 丿 𠃌 一 一,true(a16~e16),
6117,镝,表3丙表1000字,16画,dī,丿 一 一 一 𠄌 丶 一 丶 丿 丨 𠃌 一 丨 丨 𠃍 一,true(a16~e16),镝 稀土族的三价金属元素，它形成的化合物属于已知的具有最大磁性的物质之列。其氧化物呈白色，而盐呈微黄色 镝 (形声。从金，啇声。本义箭的尖头)同本义 收天下之兵，聚之咸阳，销锋镝。--汉·贾谊《过秦论》又如锋镝;箭镝;镝矢(内部有三个小空洞的箭头。射出时会发出响声，因此也叫鸣镝);镝箭(即镝矢)箭 揽弓捷鸣镝，长驱上南山。--曹植《名都篇》镝dí 1.箭头;箭。镝dī 1.金属元素。符号dy。是稀土元素之一。
6118,镞,表3丙表1000字,16画,zú,丿 一 一 一 𠄌 丶 一 𠃌 丿 丿 一 丿 一 一 丿 ㇏,true(a16~e16),镞 (形声。从金，族声。本义箭头) 同本义 秦无亡矢遗镞之费，而天下诸侯已困矣。--汉·贾谊《过秦论》又如利镞(锋利的箭头)镞 形容箭的轻捷，应声而至 所为贵镞矢者，为其应声而至。--《吕氏春秋》镞zú箭头箭～。镞chuò 1.一种小型锄。亦指一种锄法。
6120,氇,表3丙表1000字,16画,lu,丿 一 一 乚 丿 ㇇ 丨 𠃍 一 丨 一 一 丨 𠃍 一 一,true(a16~e16),氆氇∶藏族地区出产的一种羊毛织品，可以做床毯、衣服等氇lu氇lǔ 1.见'氆氇'。
6121,氆,表3丙表1000字,16画,pǔ,丿 一 一 乚 丶 丿 一 丨 丨 丶 丿 一 丨 𠃍 一 一,true(a16~e16),氆氇氆pǔ
6123,穑,表3丙表1000字,16画,sè,丿 一 丨 丿 丶 一 丨 丶 丿 一 丨 𠃍 丨 𠃍 一 一,true(a16~e16),穑 (形声。从禾，啬声。声符有表意作用，见前。本义收获谷物)同本义 穑，谷可收曰穑。--《说文》。按，穑即啬之后出字。土爰稼穑。--《书·洪范》。王肃注种之曰稼，敛之曰穑。不稼不穑，胡取禾三百廛兮?--《诗经·魏风·伐檀》又如穑民(农民);穑地(农田);穑臣(古代称管理农事的大臣);穑督(谓督导农事);穑养(谓退隐务农)通啬。节俭;爱惜贬食省用，务穑劝分。--《左传·僖公二十一年》。杜预注穑，俭也。大国省穑而用之。--《左传·昭公元年》。注爱也穑（穡）sè⒈收割庄稼不稼不～。⒉〈古〉通'啬'。节省。
6132,魉,表3丙表1000字,16画,liǎng,丿 丨 𠃍 一 一 丿 乚 𠃋 丶 一 丨 𠃌 丿 丶 丿 丶,true(a16~e16),魍魉传说中的怪物魉（魎）liǎng
6133,魈,表3丙表1000字,16画,xiāo,丿 丨 𠃍 一 一 丿 乚 𠃋 丶 丨 丶 丿 丨 𠃌 一 一,true(a16~e16),魈 山魈。山中精怪 山精形如小儿，独足向后，夜喜犯人，名曰魈。--晋·葛洪《抱朴子·登涉》又如魈魅(即魈鬼。鬼怪)魈xiāo①猴的一种。产于非洲西部。头大，尾巴短，脸兰色，鼻红色，嘴上有白须，腹部灰白色，身上毛黑褐色。多群居，性凶猛，吃小鸟、野鼠等。②迷信传说，所谓'山里的鬼怪'。
6135,歙,表3丙表1000字,16画,xī、shè,丿 丶 一 丨 𠃍 一 𠃌 丶 ㇀ 𠃌 丶 ㇀ 丿 乛 丿 ㇏,true(a16~e16),歙〈名〉she县名 歙砚歙xi吸气或通过呼吸吸入 歙，缩鼻也。从欠，翕声。--《说文》。字亦作噏。将欲噏之，必固张之。--《老子河上本》崩腾歙众流，泱漭环中国。--《三宝太监西洋记通俗演义》歙蠡吞沱。--《石帆铭》通翕。收缩，敛息 将欲歙之，必固张之。--《老子》开阖张歙。--《淮南子·本经》开闭张歙。--《淮南子·精神》为之以歙，而应之以张。--歙xī⒈吸气，收敛。歙shè⒈歙县，在安徽省。
6140,鲱,表3丙表1000字,16画,fēi,丿 ㇇ 丨 𠃍 一 丨 一 ㇀ 丨 一 一 一 丨 一 一 一,true(a16~e16),鲱 鱼名。也称鰊。一种食用鱼鲱 fēi鲱鱼，也叫'鰊'。身体长而侧扁，口小，牙细，背部青黑色，腹部银白色。生活在海洋中。 肉供食用，它是重要的经济鱼之一。
6144,鲵,表3丙表1000字,16画,ní,丿 ㇇ 丨 𠃍 一 丨 一 ㇀ 丿 丨 一 𠃍 一 一 丿 乚,true(a16~e16),鲵 (形声。从鱼，兒声。本义两栖类动物，俗称娃娃鱼)同本义 鲵，剌鱼也。--《说文》鲵大者谓之鰕。--《尔雅·释鱼》。注似鲇，四脚，前似弥猴，后似狗。声如小儿啼。大者长七八尺。又如鲵鲐(鲵齿和鲐背);鲵鱼(娃娃鱼)小鱼 鲵ní受保护的两栖动物。头扁平，眼小口大，四肢短，尾巴扁。有大～和小～两种，大～俗称'娃娃鱼'。生活在淡水中，禁止猎杀食用。
6145,鲷,表3丙表1000字,16画,diāo,丿 ㇇ 丨 𠃍 一 丨 一 ㇀ 丿 𠃌 一 丨 一 丨 𠃍 一,true(a16~e16),鲷 鲷科鱼的总称 鲷diāo 1.鱼类的一属。身体侧扁，背部微凸。头大，口小。侧线发达。生活于海洋。有真鲷﹑黑鲷﹑长棘鲷等。
6151,鹧,表3丙表1000字,16画,zhè,丶 一 丿 一 丨 丨 一 ㇀ 丶 丶 丶 丿 𠃌 丶 ㇉ 一,true(a16~e16),鹧鸪捕食昆虫及蚯蚓等鹧zhè鸟名。鹧鸪，像鸭但较鸭小。羽毛头顶棕色，脚橙黄色，背和腹部多为黑白两色相杂。吃植物种子和昆虫、蚯蚓等。此鸟已少见，要保护，禁止猎杀食用。
6155,廪,表3丙表1000字,16画,lǐn,丶 一 丿 丶 一 丨 𠃍 丨 𠃍 一 一 一 一 亅 丿 丶,true(a16~e16),廪廪 (会意兼象形。从人回，象屋形，中有户牖。又作廪。廪是俗字。本义米仓)同本义 亦有高廪。--《诗·周颂·丰年》盛米曰? 余刀布，有囷廪。--《荀子·荣辱》。注圆曰囷，方曰廪。御廪者，粢盛委之所藏也。--《公羊传·桓公十四年》御廪，夫人八妾所舂米，藏以奉宗庙也。--《汉书·五行志》谷藏曰仓，米藏曰廪。--《荀子·富国》注父母使舜完廪。--《孟子·万章上》管子曰仓廪实而知礼节。--贾谊《论积贮疏》又如廪囷(米仓。方的称廪（? ⒈米仓仓～。⒉官方供给（粮食）～食。廪lǎn 1.见'坎廪'。 2.通'滥'。泛滥。参见'廪然'。
6164,嬴,表3丙表1000字,16画,yíng,丶 一 ㇄ 丨 𠃍 一 丿 𠃌 一 一 𡿨 丿 一 丿 ⺄ 丶,true(a16~e16),嬴 姓与嬴而不助六国。--宋·苏洵《六国论》嬴，少昊氏之姓。--《说文》。段玉裁注按秦、徐、江、黄、郯、莒皆嬴姓也。又如嬴氏(嬴秦。称秦国或秦王朝);嬴女(指传说中的秦穆公之女弄玉。秦，嬴姓，故称秦女为嬴女);嬴项(嬴秦和项楚的并称);嬴台(古代传说中肖史、弄玉所居之凤台)古邑名 孟子自齐葬于鲁，反于齐，止于嬴。--《孟子》嬴 通赢。增益;增加 一胜人必嬴。--《逸周书》嬴则兼欺舅与母。--《史记·苏秦列传》是维嬴土之国。--《山海经·嬴yíng⒈通'盈'。满，有余。⒉通'赢'。获胜。
6165,壅,表3丙表1000字,16画,yōng,丶 一 𠃋 𠃋 丿 丿 丨 丶 一 一 一 丨 一 一 丨 一,true(a16~e16),壅 (形声。从土，雍声。本义塞。阻塞;阻挡)同本义 壅，障也。--《广雅》雍，隔也。业贯万世而不壅。--《淮南子·主术》川壅而溃。--《左传·宣公十二年》则民病血壅肿，目不明。--汉·董仲舒《春秋繁露·五行顺逆》又如壅防(堵塞);壅阻(堵塞);壅淤(淤塞;不流通);壅闭(堵塞);壅肿(因血管堵塞而引起的肿痛)障蔽;遮盖 宣王因以晏首壅塞之。--《战国策·齐策》。注壅，蔽也。其君处壅翳蔽塞，窕邃弗章，倚以陵墓，带以曲房。--三国魏·阮籍《东平赋》又如壅劫(被蒙蔽挟制壅yōng⒈堵塞，阻塞～塞。⒉将泥土或肥料培在植物根上～土。～肥。
6166,羲,表3丙表1000字,16画,xī,丶 丿 一 一 丨 一 丿 一 丨 丿 丶 一 ㇉ ㇂ 丿 丶,true(a16~e16),羲 (形声。从兮，义声。本义气)同本义 羲，气也。--《说文》假借用于专名。传说中古代帝王伏羲的简称 伏羲氏之有天下也。--《书·序》基隆于羲农，规广于黄唐。--《文选·班固·答宾戏》又如羲文(指伏羲和文王);羲轩(指伏羲和轩辕);羲唐(指伏羲和尧帝);羲皇(指伏羲氏);羲炎(指伏羲和炎帝);羲黄(指伏羲和黄帝)传说尧时掌天文的官吏羲氏(羲仲和羲叔)的简称 羲和盖天地始生主日月者也。--《山海经·大荒南经》注乃命羲和，钦若昊天，…--《书·尧典》。陆德明释文羲、和，马云‘羲氏羲xī姓。
6169,甑,表3丙表1000字,16画,zèng,丶 丿 丨 𠃍 丨 丶 丿 一 丨 𠃍 一 一 一 𠄌 ⺄ 丶,true(a16~e16),甑 (形声。从瓦，曾声。从瓦，表示是陶制品。本义古代炊具，底部有许多透蒸汽的小孔，放在鬲上蒸煮 同本义 甑，? 甑，自关而东谓之? 许子以釜甄爨，以铁耕乎?--《孟子·滕文公上》荷甑堕地，不顾而去。--《后汉书·孟敏传》朝甑米空烹芋粥，夜缸油尽点松明。--宋·陆游《杂题六首》蒸米饭的用具，略像木桶，有屉子而无底，亦作甑子 蒸馏或使物体分解用的器皿 甑zèng⒈〈古〉做饭用的一种陶器，也有青铜制的◇来指蒸饭用的木制桶状物饭～子。⒉蒸馏或分解物体所用的器皿曲颈～。
6173,燧,表3丙表1000字,16画,suì,㇀ 丿 丿 丶 丶 丿 一 丿 ㇁ 丿 丿 丿 丶 丶 ㇋ ㇏,true(a16~e16),燧 (会意。从火，遂声。本义古代取火器)同本义 燧，塞上亭守烽火者。--《说文》燧，以取火于日。--《玉篇》有圣人作，钻燧取火，以化腥臊，而民悦之，使王天下，号之曰燧人氏。--《韩非子·五蠹》钻燧取火。--《论语·阳货》命夙驾载燧。--《左传·文公十年》钻燧取火，以化腥臊。--《人类的出现》幽王为熢燧。--《史记·周本纪》。正义炬火也。又如燧(铜)镜(古代用以向日取火)火炬之类 前驱举燧，后乘抗旌。--曹植《应诏诗》烽火台 南朝自武昌至京口，列置烽燧，此山燧suì⒈上古时代取火的器具～石。木～。金～。⒉〈古〉举火告警的烽烟 烽～。
6175,濉,表3丙表1000字,16画,suī,丶 丶 ㇀ 丨 𠃍 一 一 一 丿 丨 丶 一 一 一 丨 一,true(a16~e16),濉 水名 在安徽省北部。东南流入洪泽湖濉、漳、江、汉，楚之望也。--《韩诗外传》在福建省西部濉江，在濉suī濉河，在安徽省。
6176,潞,表3丙表1000字,16画,lù,丶 丶 ㇀ 丨 𠃍 一 丨 一 丨 ㇀ 丿 ㇇ ㇏ 丨 𠃍 一,true(a16~e16),潞〈名〉古水名。即今山西浊漳河 其浸汾、潞。--《周礼》春秋国名 假借为羸(虬??))。瘦弱，疲病 士民罢潞，国家空虚。--《吕氏春秋·不屈》潞lù
6177,澧,表3丙表1000字,16画,lǐ,丶 丶 ㇀ 丨 𠃍 一 丨 丨 一 一 丨 𠃍 一 丶 丿 一,true(a16~e16),澧〈名、形〉澧水 又东至于澧。--《书·禹贡》。朱曰出今湖南澧州永定县西历山，至安乡县会赤沙河入洞庭湖。史记正作醴。通醴。甘美 甘露降，澧泉涌。--《列子·汤问》澧lǐ澧水，在湖南省，向东流入洞庭湖。
6178,澹,表3丙表1000字,16画,dàn、tán,丶 丶 ㇀ 丿 ㇇ 一 丿 丿 丶 丶 一 一 一 丨 𠃍 一,true(a16~e16),澹 (形声。从水，詹声。本义水波摇动的样子)同本义 澹，水摇也。--《说文》徒靡澹淡。--宋玉《高唐赋》。注水波文也。澹淡浮。--班固《西都赋》。注雜风之貌也。澹兮其若海。--《老子》烟波澹荡摇空碧，楼殿参差倚夕阳。--白居易《西湖晚归回望孤山寺赠诸客》又如澹澹(水波摇动的样子);澹荡(摇动的样子)淡薄，浅淡。通淡 清澹退静。--《晋书·华表传》塞城朝烟澹。--唐·杜甫《两当县吴十侍御江上宅》又如;澹月(淡薄的月色);澹云(淡云)恬淡 澹澹 dàn安静。【澹泊】见【淡泊】。【澹然】见【淡然】。澹tán⒈澹shàn 1.满足;供给。澹dān 1.见'澹林'。
6184,窸,表3丙表1000字,16画,xī,丶 ㇀ 乛 丿 丶 丿 丶 丿 一 丨 丿 ㇏ ㇀ ㇃ 丶 丶,true(a16~e16),
6189,隰,表3丙表1000字,16画,xí,㇌ 丨 丨 𠃍 一 一 𠃋 𠃋 丶 𠃋 𠃋 丶 ㇀ 丶 丶 丶,true(a16~e16),隰 (形声。阜土山，与土地有关。本义低湿之地){同本义}隰，阪下湿也。--《说文》下湿曰隰。--《尔雅·释地》。李注谓土地窊下常阻洳，名为隰也。又，可食者曰原，陂者曰阪，下者曰隰。上平曰原，下平曰隰。--《公羊传·昭公元年》原隰底绩。--《书·禹贡》辨其山林川泽丘陵坟衍原隰之名物。--《周礼·大司徒》牧隰皋。--《左传·襄公二十五年》。注隰皋，水厓下湿。平原之隰。--《管子·形势》。注下泽也。丘隰水潦。--《淮南子·时则》山有榛，隰有苓。--《诗·邶风·简兮》南隰xí⒈低湿之地。⒉〈古〉指新开发的田地。隰xiè 1.人名用字。
6190,嬗,表3丙表1000字,16画,shàn,𡿨 丿 一 丶 一 丨 𠃍 丨 𠃍 一 一 丨 𠃍 一 一 一,true(a16~e16),嬗〈动〉(形声。从女，亶声。①本义缓。②变迁。如嬗变)自然的演变 形气转续，变化而嬗。--贾谊《鹏鸟赋》又如嬗迭(演变)禅位 尧嬗以天下。--《汉书·律历志下》更替 五年之间，号令三嬗。--《史记·秦楚之际月表》又如嬗代(嬗更，嬗替，嬗易。更替)传与，传递◇作禅 变化而嬗。--《汉书·贾谊传》。注相传与也。以不同形相嬗也。--《淮南子·精神》。高诱注嬗，传也。尧嬗以天下。--《汉书·律历志下》留其人于京师，而无嬗shàn变迁，更替～变。嬗chán 1.见'嬗娟'。
6192,缱,表3丙表1000字,16画,qiǎn,𠃋 𠃋 ㇀ 丨 𠃍 一 丨 一 丨 𠃍 一 𠃍 一 丶 ㇋ ㇏,true(a16~e16),缱 紧束;牵住 偶然间心似缱，梅树边。--明·汤显祖《牡丹亭》缱 用同纤。拉船用的绳索 来往不凭风力，归舟挽缱多至二十余人。--《天工开物》缱绻缱，缱绻，不相离也。--《说文新附》无纵诡随，以谨缱绻。--《诗·大雅》少尽缱绻。--唐·李朝威《柳毅传》以后对饮对唱，缠绵缱绻。--《红楼梦》缱qiǎn
6199,螫,表3丙表1000字,17画,shì、zhē,一 丨 一 丿 亅 丿 丶 丿 一 丿 ㇏ 丨 𠃍 一 丨 一 丶,true(a17~e17),
6204,擢,表3丙表1000字,17画,zhuó,一 亅 ㇀ 𠃍 丶 ㇀ 𠃍 丶 ㇀ 丿 丨 丶 一 一 一 丨 一,true(a17~e17),擢 (形声。从手，翟声。本义抽引，拉拔)同本义 擢，引也。--《说文》擢，拔也。--《方言二》拔根曰擢。--《小尔雅》擢贾之发，以赎贾之罪，尚未足。--《史记·范雎列传》夫十围之木，始生如蘖，足可搔而绝，手可擢而拔。--枚乘《上书谏吴王》卓齿之用齐也，擢湣王之筋，悬之庙梁。--《韩非子·奸劫弑臣》蔚鹅城之南麓，擢仙李之芳根。--宋·苏轼《惠州李氏潜珍阁铭》车上御驰马，蓬中擢舟船。--汉·王符《潜夫论》风起，风起，擢入白擢花里。--明·刘基《如梦令·题画》又如擢筋剥肤(擢zhuó⒈拔，抽～发难数（拔下头发来数，都难数清。形容罪恶多得像头发，数不清）。⒉提拔，盐～升。～用。
6205,薹,表3丙表1000字,17画,tái,一 丨 丨 一 丨 一 丨 𠃍 一 ㇀ 乛 一 𠃋 丶 一 丨 一,true(a17~e17),薹〈名〉薹菜。即油菜 薹草 薹叶制成的斗笠)蒜、韭菜、油菜等的花茎 薹tái⒈多年生草本，生长在水田里或沼泽地带。茎丛生，扁三角形。叶扁平而长，可制蓑衣、斗笠等。⒉蒜、韭菜、油菜等生长花朵的茎。嫩的可作蔬菜吃蒜～。油菜～。
6210,藓,表3丙表1000字,17画,xiǎn,一 丨 丨 丿 ㇇ 丨 𠃍 一 丨 一 ㇀ 丶 丿 一 一 一 丨,true(a17~e17),藓 (形声。从苃，鲜声。本义苔藓) 同本义。植物学名词。隐花植物的一类，茎叶很小，没有根，生在阴湿的地方 如文字，称为藓书)藓xiǎn隐花植物的一类，茎叶小，有假根，多生在阴湿处。可保持水土，少数可供药用。
6211,藁,表3丙表1000字,17画,gǎo,一 丨 丨 丶 一 丨 𠃍 一 丨 𠃌 丨 𠃍 一 一 丨 丿 ㇏,true(a17~e17),藁〈名〉同穢(稿)√秆 儿馁嗔郎罢，妻寒望穢砧。--宋·唐庚《自笑》又如藁砧(稻草与砧板，古代行刑时的用具);藁人(用草扎成的人形);藁秸(稻、麦等的秆子)同穢(稿)。稿子，草稿 藁 〈形〉同穢(槁)。干枯 藁本止痛等作用揭车衡兰，穢本射干。--宋·司马相如《子虚赋》、《集解》引郭璞注穢藁gǎo藁城，在河北省。
